9.500000000000000000e+01 1.971850232623003185e+00 2.050362573388804233e+00 1.980688905957692869e+00 6.518483061614314344e+00 6.498729187896308268e+00 6.094620739600586035e+00
1.140000000000000000e+02 2.283731874897317216e+00 2.386272963269838066e+00 2.290419342897446864e+00 8.315851581111001423e+00 8.323691127982719706e+00 7.693679064809620272e+00
1.370000000000000000e+02 2.629319782523879656e+00 2.756083658779127976e+00 2.628845979751467166e+00 1.048819491123285275e+01 1.046852832988825099e+01 9.641916456367395583e+00
1.640000000000000000e+02 2.995733014721785548e+00 3.148682882130700023e+00 2.984898183654097981e+00 1.297234235860057616e+01 1.288103269124748351e+01 1.185089443859525460e+01
1.970000000000000000e+02 3.390228898962405868e+00 3.572636648840303408e+00 3.367456849445633615e+00 1.578927431644912005e+01 1.563960577224789184e+01 1.436416890906803978e+01
2.370000000000000000e+02 3.799139633357594636e+00 4.014520973681243277e+00 3.764290733652324139e+00 1.886970896911801887e+01 1.877454811638147447e+01 1.717762242251324167e+01
2.840000000000000000e+02 4.203323006655005578e+00 4.440148244212704931e+00 4.151646826471632856e+00 2.191997954859044739e+01 2.182425034984479595e+01 2.016288145183947478e+01
3.410000000000000000e+02 4.605179358157899472e+00 4.844484690595256104e+00 4.533819488717359292e+00 2.492386020676475766e+01 2.498656372000479209e+01 2.325552897051213819e+01
4.100000000000000000e+02 4.972847312132131492e+00 5.218221140771923672e+00 4.895522197994173652e+00 2.784992863959331189e+01 2.814256045278077778e+01 2.631212729604160216e+01
4.920000000000000000e+02 5.299611226681075316e+00 5.555184415721261537e+00 5.216022133503241953e+00 3.049910396781325872e+01 3.116752125999936496e+01 2.895723077381884636e+01
5.900000000000000000e+02 5.579366548246532886e+00 5.817122714124472793e+00 5.478518435541883669e+00 3.279461709593852703e+01 3.357062837684352985e+01 3.130456607895263588e+01
7.080000000000000000e+02 5.814701356877711724e+00 6.023786838325323245e+00 5.697197272022668457e+00 3.496536488446069058e+01 3.529194085304849438e+01 3.317708918485185876e+01
8.500000000000000000e+02 5.951009196776589683e+00 6.154427208641377156e+00 5.803808472801328833e+00 3.604135074086211432e+01 3.569176221871948940e+01 3.440657671787572980e+01
1.020000000000000000e+03 6.009792318815850187e+00 6.149109986580322484e+00 5.792686506118561951e+00 3.604521942514283950e+01 3.512033933449254874e+01 3.441176616112200293e+01
